UFL,UFC,UFR,Vel_Izq,Vel_Der
2415,280,220,119,120
2416,280,214,119,120
2414,277,218,119,120
2418,277,218,119,120
2417,278,220,119,120
2414,281,219,119,120
2416,280,222,119,120
2415,282,220,119,120
2417,282,220,119,120
2416,276,220,119,120
2414,280,219,119,120
2418,279,216,119,120
2415,282,220,119,120
2415,282,214,119,120
2418,280,216,119,120
2413,279,218,119,120
2415,277,218,119,120
2419,278,219,119,120
2414,279,224,101,138
2417,283,219,135,104
2411,277,218,119,120
2418,278,219,119,120
2414,276,216,119,120
2415,276,214,119,120
2415,279,217,119,120
2417,282,217,119,120
2416,281,217,119,120
2415,282,220,119,120
2411,278,217,119,120
2417,282,218,119,120
2414,277,215,119,120
2412,281,220,119,120
2414,278,220,119,120
2413,278,220,119,120
2416,278,220,119,120
2414,282,217,119,120
2414,282,220,119,120
2416,276,217,119,120
2416,279,221,119,120
2416,279,220,119,120
2412,276,218,119,120
2416,280,218,119,120
2415,282,221,119,120
2413,279,219,119,120
2409,278,218,119,120
2414,277,216,119,120
2413,280,220,119,120
2416,281,218,119,120
2416,278,216,119,120
2416,281,222,119,120
2414,280,218,119,120
2414,278,216,119,120
2417,277,214,119,120
2416,279,218,119,120
2415,278,217,119,120
2414,278,219,119,120
2418,279,222,119,120
2415,282,217,119,120
2414,278,216,119,120
2413,281,221,119,120
2417,275,219,119,120
2414,277,218,119,120
2415,278,217,119,120
2417,279,222,119,120
2418,274,215,119,120
2415,278,221,119,120
2412,279,217,119,120
2412,278,217,119,120
2415,277,219,119,120
2418,279,216,119,120
2414,279,218,119,120
2414,279,222,119,120
2417,279,216,119,120
2418,277,216,119,120
2416,276,219,119,120
2416,279,217,119,120
2416,279,219,119,120
2418,278,216,119,120
2414,276,217,119,120
2419,278,222,119,120
2414,277,218,119,120
2416,282,219,119,120
2414,278,218,119,120
2413,282,218,119,120
2416,278,215,119,120
2414,277,220,119,120
2418,276,219,119,120
2417,277,217,119,120
2413,278,217,119,120
2414,280,219,119,120
2413,278,218,119,120
2416,277,219,119,120
2414,279,221,119,120
2414,278,218,119,120
2416,277,220,119,120
2413,280,218,119,120
2416,279,218,119,120
2415,276,220,119,120
2418,278,221,119,120
2418,278,219,119,120
2414,282,220,119,120
2414,279,218,119,120
2411,278,218,119,120
2412,278,217,119,120
2418,279,219,119,120
2413,278,215,119,120
2416,278,217,119,120
2417,279,222,119,120
2416,279,221,119,120
2413,278,217,119,120
2417,277,219,119,120
2415,277,216,119,120
2415,282,216,119,120
2412,280,217,119,120
2416,281,219,119,120
2416,279,221,119,120
2411,276,217,119,120
2414,276,215,119,120
2414,277,219,119,120
2416,277,218,119,120
2418,277,220,119,120
2411,280,218,119,120
2416,278,216,119,120
2418,277,221,119,120
2417,281,217,119,120
2416,280,219,119,120
2414,281,218,119,120
2416,275,215,119,120
2419,279,216,119,120
2418,282,218,119,120
2412,277,212,119,120
2415,278,221,119,120
2416,276,213,119,120
2415,278,218,119,120
2416,276,216,119,120
2413,280,217,119,120
2418,281,221,119,120
2418,277,215,119,120
2417,279,216,119,120
2415,275,218,119,120
2413,277,218,119,120
2416,277,224,101,138
2417,279,221,134,105
2417,279,216,119,120
2414,277,219,119,120
2413,277,219,119,120
2416,275,215,119,120
2416,282,223,119,120
2413,278,219,119,120
2413,282,221,119,120
2414,278,218,119,120
2413,276,218,119,120
2417,277,221,119,120
2412,279,219,119,120
2416,282,218,119,120
2416,279,221,119,120
2414,277,218,119,120
2415,280,214,119,120
2416,275,221,119,120
2418,277,218,119,120
2416,277,219,119,120
2414,274,218,119,120
2414,276,216,119,120
2418,280,217,119,120
2415,275,218,119,120
2416,277,217,119,120
2418,281,221,119,120
2416,281,217,119,120
2420,281,219,119,120
2414,279,218,119,120
2417,277,221,119,120
2415,277,217,119,120
2414,279,214,119,120
2414,278,218,119,120
2418,279,221,119,120
2414,277,218,119,120
2411,278,217,119,120
2418,279,219,119,120
2415,281,220,119,120
2417,279,217,119,120
2414,283,220,119,120
2409,275,219,119,120
2413,278,219,119,120
2417,275,215,119,120
2418,282,216,119,120
2417,278,214,119,120
2417,281,219,119,120
2418,275,217,119,120
2413,279,220,119,120
2414,278,218,119,120
2410,281,218,119,120
2414,277,215,119,120
2420,281,222,119,120
2414,278,217,119,120
2415,281,220,119,120
2417,280,218,119,120
2419,279,217,119,120
2413,281,216,119,120
2416,281,218,119,120
2416,279,221,119,120
2417,276,219,119,120
2413,279,215,119,120
2413,279,218,119,120
2416,278,221,119,120
2415,277,218,119,120
2414,280,220,119,120
2418,275,217,119,120
2417,280,218,119,120
2418,279,222,119,120
2415,279,216,119,120
2414,280,216,119,120
2416,277,219,119,120
2417,279,216,119,120
2414,279,218,119,120
2416,278,222,119,120
2420,279,217,119,120
2420,278,219,119,120
2418,277,214,119,120
2413,280,220,119,120
2416,277,218,119,120
2415,281,216,119,120
2417,277,217,119,120
2418,278,220,119,120
2417,279,221,119,120
2415,280,221,119,120
2416,278,219,119,120
2417,277,220,119,120
2415,277,218,119,120
2417,281,218,119,120
2414,275,216,119,120
2418,277,219,119,120
2418,277,217,119,120
2413,277,219,119,120
2414,279,217,119,120
2417,276,217,119,120
2418,280,222,119,120
2419,276,214,119,120
2414,279,218,119,120
2415,277,217,119,120
2416,280,214,119,120
2415,278,219,119,120
2413,277,216,119,120
2415,281,220,119,120
2417,277,219,119,120
2418,276,223,119,120
2415,277,221,119,120
2417,279,217,119,120
2416,278,216,119,120
2421,277,218,119,120
2418,277,219,119,120
2417,277,221,119,120
2413,277,221,119,120
2415,278,217,119,120
2415,278,215,119,120
2413,279,218,119,120
2417,277,220,119,120
2416,278,220,119,120
2416,280,217,119,120
2414,278,221,119,120
2416,279,219,119,120
2418,283,222,119,120
2412,279,219,119,120
2415,278,218,119,120
2416,282,220,119,120
2418,282,219,119,120
2415,281,216,119,120
2418,279,218,119,120
2421,279,221,119,120
2418,277,222,119,120
2416,281,220,119,120
2416,277,218,119,120
2417,281,219,119,120
2417,276,223,119,120
2412,278,219,119,120
2417,282,217,119,120
2416,276,221,119,120
2413,278,217,119,120
2418,276,221,119,120
2416,280,222,119,120
2418,278,216,119,120
2412,277,220,119,120
2417,278,219,119,120
2417,282,225,101,138
2413,279,219,134,105
2415,280,217,119,120
2411,281,221,119,120
2414,282,218,119,120
2415,279,216,119,120
2417,277,220,119,120
2418,277,219,119,120
2414,278,217,119,120
2416,280,219,119,120
2414,282,222,119,120
2414,276,218,119,120
2414,280,221,119,120
2418,280,218,119,120
2416,279,218,119,120
2416,279,220,119,120
2416,278,217,119,120
2413,278,217,119,120
2418,282,219,119,120
2415,276,219,119,120
2414,278,218,119,120
2413,280,221,119,120
2416,277,219,119,120
2420,278,215,119,120
2418,277,219,119,120
2412,279,219,119,120
2418,279,221,119,120
2418,276,217,119,120
2416,276,220,119,120
2416,278,217,119,120
2413,278,216,119,120
2418,278,219,119,120
2418,280,219,119,120
2413,279,217,119,120
2417,280,220,119,120
2411,283,220,119,120
2418,283,218,119,120
2414,278,215,119,120
2412,277,217,119,120
2415,279,218,119,120
2414,277,219,119,120
2416,281,217,119,120
2417,280,216,119,120
2413,280,215,119,120
2410,282,217,119,120
2416,279,222,119,120
2417,278,219,119,120
2413,282,219,119,120
2413,281,222,119,120
2413,281,218,119,120
2416,278,219,119,120
2414,281,220,119,120
2415,279,219,119,120
2411,282,220,119,120
2413,279,215,119,120
2417,277,222,119,120
2415,280,217,119,120
2416,282,216,119,120
2416,274,218,119,120
2416,278,218,119,120
2416,278,217,119,120
2413,280,218,119,120
2414,279,218,119,120
2417,280,216,119,120
2414,280,220,119,120
2414,276,215,119,120
2415,278,217,119,120
2415,282,222,119,120
2415,278,221,119,120
2413,279,218,119,120
2415,278,218,119,120
2418,281,217,119,120
2413,278,220,119,120
2416,281,217,119,120
2415,278,221,119,120
2415,278,221,119,120
2413,279,220,119,120
2414,276,220,119,120
2413,275,216,119,120
2414,280,219,119,120
2414,277,221,119,120
2411,277,219,119,120
2414,277,216,119,120
2416,281,216,119,120
2414,278,222,119,120
2418,278,221,119,120
2416,278,215,119,120
2414,282,215,119,120
2415,277,218,119,120
2413,279,216,119,120
2416,278,218,119,120
2414,280,222,119,120
2412,276,221,119,120
2415,277,219,119,120
2418,279,218,119,120
2414,277,222,119,120
2416,282,222,119,120
2415,278,221,119,120
2417,281,220,119,120
2412,280,216,119,120
2411,280,216,119,120
2416,277,219,119,120
2415,278,215,119,120
2417,281,220,119,120
2416,279,220,119,120
2413,281,221,119,120
2414,277,217,119,120
2417,280,218,119,120
2418,278,218,119,120
2418,278,220,119,120
2411,282,216,119,120
2419,282,215,119,120
2415,275,217,119,120
2416,280,218,119,120
2416,278,219,119,120
2415,278,219,119,120
2415,278,218,119,120
2416,278,217,119,120
2413,278,214,119,120
2415,282,217,119,120
2416,279,216,119,120
2411,280,213,119,120
2418,282,221,119,120
2417,281,222,119,120
2413,275,222,119,120
2415,281,222,119,120
2418,280,215,119,120
2414,279,219,119,120
2414,279,220,119,120
2413,278,219,119,120
2418,282,219,119,120
2417,283,222,119,120
2417,277,218,119,120
2413,276,219,119,120
2416,276,214,119,120
2416,279,221,119,120
2420,278,220,119,120
2415,276,219,119,120
2415,275,218,119,120
2419,278,217,119,120
2417,278,219,119,120
2417,279,220,119,120
2418,280,220,119,120
2415,282,221,119,120
2417,278,217,119,120
2418,280,219,119,120
2418,282,217,119,120
2413,278,219,119,120
2416,279,217,119,120
2418,282,218,119,120
2414,280,220,119,120
2418,280,222,119,120
2419,279,220,119,120
2414,279,219,119,120
2413,279,217,119,120
2412,279,221,119,120
2416,278,216,119,120
2414,278,217,119,120
2418,278,219,119,120
2414,282,220,119,120
2414,276,218,119,120
2419,277,218,119,120
2419,275,213,119,120
2416,278,221,119,120
2418,282,215,119,120
2418,281,219,119,120
2417,279,218,119,120
2417,282,223,119,120
2418,281,220,119,120
2418,280,218,119,120
2415,276,221,119,120
2416,280,217,119,120
2420,279,219,119,120
2416,283,223,119,120
2414,281,222,119,120
2416,274,218,119,120
2417,277,221,119,120
2415,274,218,119,120
2416,276,217,119,120
2417,277,217,119,120
2417,279,214,119,120
2412,280,216,119,120
2417,281,223,119,120
2420,278,219,119,120
2416,277,221,119,120
2414,276,221,119,120
2415,280,220,119,120
2413,277,215,119,120
2413,277,214,119,120
2417,277,220,119,120
2415,283,216,119,120
2418,280,217,119,120
2415,278,218,119,120
2413,281,219,119,120
2418,277,222,119,120
2414,277,220,119,120
2418,279,220,119,120
2414,282,217,119,120
2420,277,217,119,120
2416,282,218,119,120
2418,276,220,119,120
2414,281,220,119,120
2421,280,220,119,120
2415,277,217,119,120
2418,281,223,119,120
2418,278,216,119,120
2417,278,221,119,120
2417,281,218,119,120
2416,278,217,119,120
2415,278,221,119,120
2414,275,219,119,120
2417,279,217,119,120
2417,274,217,119,120
2419,278,218,119,120
2415,279,219,119,120
2416,277,221,119,120
2413,282,218,119,120
2415,280,220,119,120
2415,281,219,119,120
2415,279,220,119,120
2418,278,217,119,120
2414,281,219,119,120
2414,282,221,119,120
2416,278,214,119,120
2414,275,220,119,120
2418,279,220,119,120
2416,277,221,119,120
2416,279,216,119,120
2418,281,214,119,120
2414,279,217,119,120
2418,280,216,119,120
2415,278,222,119,120
2413,277,220,119,120
2416,277,218,119,120
2417,277,219,119,120
2417,279,221,119,120
2414,277,219,119,120
2416,279,219,119,120
2416,278,218,119,120
2412,279,221,119,120
2417,278,221,119,120
2416,279,220,119,120
2417,278,215,119,120
2414,278,222,119,120
2411,276,217,119,120
2416,280,219,119,120
2415,282,221,119,120
2413,282,219,119,120
2416,279,220,119,120
2412,281,221,119,120
2418,278,219,119,120
2414,279,221,119,120
2416,277,215,119,120
2418,280,218,119,120
2416,280,218,119,120
2418,282,222,119,120
2416,279,222,119,120
2415,280,220,119,120
2418,277,216,119,120
2414,282,221,119,120
2415,277,216,119,120
2415,282,221,119,120
2415,281,217,119,120
2413,282,219,119,120
2418,280,222,119,120
2411,282,218,119,120
2415,280,221,119,120
2416,279,219,119,120
2417,281,216,119,120
2417,282,218,119,120
2416,282,217,119,120
2411,282,216,119,120
2415,277,219,119,120
2415,280,220,119,120
2413,282,222,119,120
2415,277,220,119,120
2417,278,218,119,120
2414,277,218,119,120
2417,281,220,119,120
2418,279,221,119,120
2415,281,217,119,120
2418,278,221,119,120
2417,276,220,119,120
2416,276,215,119,120
2415,279,219,119,120
2418,281,213,119,120
2420,280,217,119,120
2417,277,218,119,120
2414,281,217,119,120
2416,277,220,119,120
2415,274,223,119,120
2417,278,217,119,120
2413,277,219,119,120
2414,278,220,119,120
2416,277,218,119,120
2416,281,221,119,120
2419,280,218,119,120
2416,276,218,119,120
2418,281,218,119,120
2417,279,215,119,120
2416,277,217,119,120
2414,280,220,119,120
2417,281,216,119,120
2414,276,217,119,120
2414,278,219,119,120
2414,280,221,119,120
2418,282,218,119,120
2418,278,221,119,120
2415,281,217,119,120
2414,279,221,119,120
2414,276,217,119,120
2417,276,218,119,120
2419,276,221,119,120
2413,281,219,119,120
2417,278,218,119,120
2417,275,219,119,120
2415,276,221,119,120
2414,276,216,119,120
2413,281,219,119,120
2418,278,220,119,120
2415,278,221,119,120
2415,278,216,119,120
2416,277,215,119,120
2415,281,220,119,120
2417,276,220,119,120
2417,282,214,119,120
2416,279,221,119,120
2416,280,220,119,120
2414,279,219,119,120
2417,281,221,119,120
2414,278,219,119,120
2416,277,221,119,120
2414,282,221,119,120
2419,278,218,119,120
2413,282,219,119,120
2416,278,220,119,120
2414,282,217,119,120
2415,278,218,119,120
2414,276,221,119,120
2417,281,215,119,120
2416,276,215,119,120
2416,278,222,119,120
2415,281,221,119,120
2418,279,217,119,120
2417,279,218,119,120
2416,282,218,119,120
2416,278,221,119,120
2415,282,218,119,120
2413,279,220,119,120
2415,279,217,119,120
2416,277,215,119,120
2418,278,217,119,120
2415,277,219,119,120
2414,277,220,119,120
2415,282,219,119,120
2410,276,219,119,120
2414,281,220,119,120
2415,277,214,119,120
2415,281,220,119,120
2414,283,216,119,120
2419,281,220,119,120
2418,280,218,119,120
2418,281,221,119,120
2420,281,220,119,120
2415,280,216,119,120
2415,279,217,119,120
2414,275,217,119,120
2416,278,216,119,120
2418,278,218,119,120
2413,278,218,119,120
2418,277,221,119,120
2414,279,218,119,120
2410,274,219,119,120
2414,280,216,119,120
2414,277,217,119,120
2415,276,217,119,120
2415,278,218,119,120
2415,279,219,119,120
2416,276,215,119,120
2417,281,215,119,120
2418,278,214,119,120
2414,278,218,119,120
2415,276,216,119,120
2415,282,220,119,120
2416,276,215,119,120
2417,280,221,119,120
2416,277,222,119,120
2414,283,219,119,120
2413,277,217,119,120
2417,281,217,119,120
2415,280,219,119,120
2415,283,217,119,120
2418,275,221,119,120
2417,274,221,119,120
2417,276,221,119,120
2415,278,218,119,120
2414,279,220,119,120
2416,277,217,119,120
2417,280,214,119,120
2413,280,215,119,120
2417,275,219,119,120
2414,279,223,119,120
2413,276,217,119,120
2417,280,220,119,120
2418,277,217,119,120
2416,282,222,119,120
2421,280,218,119,120
2411,278,217,119,120
2419,280,217,119,120
2412,282,216,119,120
2416,278,214,119,120
2417,278,218,119,120
2414,275,217,119,120
2415,277,214,119,120
2417,281,222,119,120
2416,278,220,119,120
2415,282,219,119,120
2416,281,220,119,120
2418,278,218,119,120
2414,281,219,119,120
2416,278,218,119,120
2416,279,220,119,120
2417,278,217,119,120
2414,279,217,119,120
2416,278,219,119,120
2416,277,219,119,120
2414,279,220,119,120
2415,274,219,119,120
2415,279,218,119,120
2415,281,221,119,120
2417,282,219,119,120
2411,277,217,119,120
2419,278,215,119,120
2412,278,217,119,120
2414,279,222,119,120
2414,282,218,119,120
2415,279,222,119,120
2415,278,215,119,120
2413,281,221,119,120
2413,277,221,119,120
2418,277,217,119,120
2413,283,219,119,120
2415,278,218,119,120
2416,278,220,119,120
2416,278,217,119,120
2417,278,218,119,120
2412,277,217,119,120
2416,281,219,119,120
2414,278,218,119,120
2415,277,219,119,120
2417,277,214,119,120
2416,279,220,119,120
2415,282,217,119,120
2417,277,220,119,120
2413,279,217,119,120
2416,279,217,119,120
2413,279,221,119,120
2414,278,218,119,120
2416,280,217,119,120
2417,278,219,119,120
2417,281,219,119,120
2418,280,218,119,120
2417,282,221,119,120
2415,278,218,119,120
2416,278,215,119,120
2418,279,222,119,120
2416,277,217,119,120
2413,278,220,119,120
2415,277,217,119,120
2412,283,219,119,120
2418,280,216,119,120
2418,275,217,119,120
2416,281,221,119,120
2413,276,216,119,120
2414,280,218,119,120
2416,278,217,119,120
2416,281,219,119,120
2418,281,221,119,120
2414,279,218,119,120
2417,275,218,119,120
2418,282,220,119,120
2415,279,217,119,120
2413,280,221,119,120
2413,278,218,119,120
2414,280,221,119,120
2418,277,219,119,120
2412,278,219,119,120
2416,277,217,119,120
2418,278,217,119,120
2418,278,214,119,120
2416,279,220,119,120
2417,279,217,119,120
2413,278,217,119,120
2416,276,215,119,120
2419,276,219,119,120
2414,279,215,119,120
2418,279,214,119,120
2413,277,217,119,120
2417,278,221,119,120
2417,282,220,119,120
2416,276,218,119,120
2411,277,221,119,120
2411,280,214,119,120
2416,277,217,119,120
2417,277,218,119,120
2413,274,221,119,120
2413,280,221,119,120
2417,278,218,119,120
2415,276,218,119,120
2416,281,221,119,120
2416,279,222,119,120
2413,280,223,119,120
2416,279,218,119,120
2417,277,217,119,120
2414,278,219,119,120
2413,279,217,119,120
2418,277,222,119,120
2415,278,218,119,120
2414,278,217,119,120
2419,277,221,119,120
2419,278,221,119,120
2414,278,219,119,120
2415,276,216,119,120
2413,280,218,119,120
2415,281,220,119,120
2411,279,222,119,120
2418,278,215,119,120
2420,280,215,119,120
2418,279,220,119,120
2415,279,218,119,120
2418,278,219,119,120
2415,277,218,119,120
2416,281,220,119,120
2414,280,214,119,120
2416,277,219,119,120
2416,277,218,119,120
2413,279,216,119,120
2418,276,219,119,120
2415,280,221,119,120
2415,282,219,119,120
2418,279,219,119,120
2413,280,221,119,120
2419,281,219,119,120
2415,281,220,119,120
2416,279,214,119,120
2415,276,217,119,120
2418,281,217,119,120
2417,278,224,101,138
2419,278,218,134,105
2415,275,216,119,120
2413,280,221,119,120
2415,279,217,119,120
2415,279,213,119,120
2415,278,215,119,120
2417,281,222,119,120
2414,278,220,119,120
2414,275,215,119,120
2417,277,216,119,120
2416,280,216,119,120
2415,278,217,119,120
2416,278,219,119,120
2416,281,220,119,120
2416,279,214,119,120
2419,280,222,119,120
2415,279,217,119,120
2416,278,217,119,120
2419,277,219,119,120
2412,280,221,119,120
2417,274,221,119,120
2413,278,216,119,120
2415,277,222,119,120
2417,281,221,119,120
2418,278,221,119,120
2416,277,218,119,120
2420,278,218,119,120
2412,279,220,119,120
2417,277,217,119,120
2415,280,221,119,120
2416,282,221,119,120
2417,281,214,119,120
2417,279,220,119,120
2414,277,221,119,120
2413,276,218,119,120
2415,280,220,119,120
2414,278,221,119,120
2412,281,216,119,120
2413,276,217,119,120
2416,276,214,119,120
2413,281,219,119,120
2413,277,214,119,120
2416,277,217,119,120
2413,278,216,119,120
2413,278,215,119,120
2414,275,218,119,120
2417,275,215,119,120
2414,280,220,119,120
2415,277,222,119,120
2417,283,221,119,120
2414,280,220,119,120
2420,280,222,119,120
2415,281,218,119,120
2416,279,223,119,120
2417,281,218,119,120
2416,280,219,119,120
2416,278,220,119,120
2415,282,222,119,120
2418,277,217,119,120
2417,280,217,119,120
2418,277,218,119,120
2415,276,219,119,120
2417,278,215,119,120
2416,277,215,119,120
2415,278,219,119,120
2418,279,222,119,120
2416,278,217,119,120
2411,278,217,119,120
2416,277,214,119,120
2416,279,217,119,120
2412,277,222,119,120
2413,279,219,119,120
2414,280,215,119,120
2416,277,220,119,120
2415,277,221,119,120
2414,278,218,119,120
2417,275,222,119,120
2420,279,221,119,120
2418,277,221,119,120
2415,280,220,119,120
2413,275,216,119,120
2417,277,215,119,120
2414,280,218,119,120
2414,280,219,119,120
2417,281,221,119,120
2421,280,219,119,120
2416,278,214,119,120
2413,279,219,119,120
2413,277,216,119,120
2419,278,220,119,120
2418,280,220,119,120
2414,277,221,119,120
2414,276,222,119,120
2414,278,215,119,120
2415,281,217,119,120
2414,278,220,119,120
2418,279,221,119,120
2416,274,216,119,120
2414,282,221,119,120
2415,278,221,119,120
2414,278,219,119,120
2413,282,220,119,120
2418,281,223,119,120
2415,278,218,119,120
2414,282,221,119,120
2413,279,216,119,120
2413,280,218,119,120
2418,282,219,119,120
2413,277,221,119,120
2418,275,217,119,120
2417,280,214,119,120
2414,278,215,119,120
2411,279,217,119,120
2416,279,218,119,120
2415,280,219,119,120
2418,278,217,119,120
2413,279,219,119,120
2415,277,216,119,120
2420,281,218,119,120
2416,276,219,119,120
2415,281,217,119,120
2418,279,219,119,120
2413,279,221,119,120
2414,278,217,119,120
2416,280,217,119,120
2416,278,222,119,120
2415,277,215,119,120
2416,278,218,119,120
2417,280,220,119,120
2417,278,220,119,120
2413,280,218,119,120
2413,277,220,119,120
2416,277,221,119,120
2417,279,216,119,120
2413,277,217,119,120
2416,279,215,119,120
2414,275,218,119,120
2416,275,217,119,120
2415,280,218,119,120
2413,281,221,119,120
2419,278,217,119,120
2415,278,218,119,120
2416,275,217,119,120
2416,278,220,119,120
2416,281,219,119,120
2415,278,217,119,120
2418,277,215,119,120
2416,278,220,119,120
2415,279,220,119,120
2418,281,216,119,120
2415,281,217,119,120
2416,282,224,102,137
2414,277,218,135,104
2418,279,218,119,120
2415,279,218,119,120
2418,280,217,119,120
2414,277,222,119,120
2413,278,217,119,120
2413,282,220,119,120
2417,277,221,119,120
2416,277,220,119,120
2413,279,222,119,120
2419,279,214,119,120
2416,279,217,119,120
2415,281,216,119,120
2418,278,219,119,120
2416,281,218,119,120
2415,278,221,119,120
2414,276,222,119,120
2414,279,218,119,120
2418,279,222,119,120
2413,282,220,119,120
2415,278,215,119,120
2416,281,223,119,120
2416,275,218,119,120
2416,282,222,119,120
2416,282,222,119,120
2415,276,220,119,120
2413,278,217,119,120
2416,276,220,119,120
2414,277,220,119,120
2416,280,219,119,120
2411,277,218,119,120
2417,277,216,119,120
2413,281,219,119,120
2418,276,214,119,120
2418,280,218,119,120
2419,279,221,119,120
2414,280,216,119,120
2416,276,218,119,120
2418,278,221,119,120
2417,275,219,119,120
2414,279,217,119,120
2420,281,219,119,120
2417,279,222,119,120
2415,282,221,119,120
2418,276,215,119,120
2413,278,219,119,120
2414,277,215,119,120
2413,278,219,119,120
2418,279,217,119,120
2417,279,217,119,120
2420,276,217,119,120
2415,283,219,119,120
2416,279,217,119,120
2414,274,217,119,120
2417,280,220,119,120
2416,282,216,119,120
2418,279,216,119,120
2413,278,217,119,120
2418,279,220,119,120
2418,278,222,119,120
2416,279,222,119,120
2414,276,217,119,120
2415,277,222,119,120
2419,282,216,119,120
2419,280,222,119,120
2416,278,223,119,120
2417,276,218,119,120
2416,274,219,119,120
2416,279,218,119,120
2414,280,220,119,120
2414,277,221,119,120
2416,278,217,119,120
2414,281,219,119,120
2417,278,217,119,120
2417,277,218,119,120
2416,278,217,119,120
2418,278,219,119,120
2413,282,217,119,120
2414,277,218,119,120
2413,280,218,119,120
2415,276,218,119,120
2417,281,217,119,120
2416,277,219,119,120
2412,278,221,119,120
2418,277,216,119,120
2417,278,219,119,120
2416,283,215,119,120
2416,277,216,119,120
2418,283,218,119,120
2416,279,213,119,120
2416,276,216,119,120
2415,278,221,119,120
2418,280,221,119,120
2419,281,218,119,120
2416,280,221,119,120
2415,278,218,119,120
2412,283,221,119,120
2417,280,220,119,120
2418,278,219,119,120
2411,278,216,119,120
2416,282,218,119,120
2415,277,219,119,120
2417,279,216,119,120
2417,277,219,119,120
2417,277,220,119,120
2415,279,215,119,120
2420,279,221,119,120
2417,280,220,119,120
2414,280,220,119,120
2417,277,216,119,120
2415,276,221,119,120
2416,282,223,119,120
2417,279,218,119,120
2419,282,215,119,120
2416,277,218,119,120
2415,280,220,119,120
2419,279,219,119,120
2417,277,219,119,120
2416,278,217,119,120
2415,278,217,119,120
2413,281,219,119,120
2419,274,222,119,120
2414,278,222,119,120
2414,281,221,119,120
2415,278,217,119,120
2415,279,218,119,120
2414,280,221,119,120
2417,278,220,119,120
2417,281,219,119,120
2416,275,219,119,120
2416,280,219,119,120
2416,275,221,119,120
2414,280,216,119,120
2417,277,221,119,120
2419,277,220,119,120
2417,277,220,119,120
2416,279,221,119,120
2416,280,217,119,120
2415,279,219,119,120
2415,280,217,119,120
2418,279,221,119,120
2419,280,220,119,120
2416,276,218,119,120
2419,276,223,119,120
2414,276,218,119,120
2416,281,215,119,120
2415,276,217,119,120
2412,281,218,119,120
2417,278,221,119,120
2418,280,219,119,120
2417,279,221,119,120
2413,275,218,119,120
2416,278,220,119,120
2414,279,219,119,120
2415,279,222,119,120
2415,280,220,119,120
2416,279,215,119,120
2418,281,220,119,120
2415,281,214,119,120
2413,277,220,119,120
2414,278,219,119,120
2415,275,221,119,120
2415,283,215,119,120
2412,279,221,119,120
2416,277,218,119,120
2414,277,216,119,120
2414,276,218,119,120
2416,281,216,119,120
2418,275,220,119,120
2415,280,216,119,120
2415,280,218,119,120
2414,276,216,119,120
2416,282,215,119,120
2411,281,217,119,120
2416,280,217,119,120
2418,277,219,119,120
2416,282,220,119,120
2413,278,221,119,120
2416,279,219,119,120
2416,281,223,119,120
2418,282,216,119,120
2418,277,218,119,120
2421,278,217,119,120
2414,282,220,119,120
2418,279,218,119,120
2417,282,219,119,120
2417,282,214,119,120
2416,279,219,119,120
2417,276,219,119,120
2417,278,219,119,120
2415,279,222,119,120
2419,279,218,119,120
2417,282,219,119,120
2417,277,220,119,120
2414,278,221,119,120
2417,278,219,119,120
2416,277,219,119,120
2414,282,219,119,120
2419,279,215,119,120
2418,277,223,119,120
2417,279,214,119,120
2418,277,218,119,120
2418,276,217,119,120
2414,278,221,119,120
2418,274,216,119,120
2415,279,220,119,120
2419,277,219,119,120
2413,281,219,119,120
2418,280,221,119,120
2416,278,218,119,120
2415,280,215,119,120
2414,277,216,119,120
2416,279,219,119,120
2415,276,218,119,120
2417,279,219,119,120
2416,281,223,119,120
2415,279,219,119,120
2416,278,217,119,120
2416,279,221,119,120
2414,277,221,119,120
2419,278,220,119,120
2411,279,222,119,120
2414,279,219,119,120
2417,277,217,119,120
2417,278,219,119,120
2416,278,218,119,120
2419,280,222,119,120
2415,278,218,119,120
2413,282,217,119,120
2420,282,223,119,120
2416,278,219,119,120
2417,280,217,119,120
2417,278,222,119,120
2417,278,219,119,120
2412,277,217,119,120
2415,279,219,119,120
2416,276,220,119,120
2418,282,213,119,120
2415,281,221,119,120
2416,280,218,119,120
2417,280,221,119,120
2414,282,214,119,120
2417,283,218,119,120
2415,282,218,119,120
2418,283,216,119,120
2415,280,215,119,120
2419,281,217,119,120
2419,276,222,119,120
2415,277,214,119,120
2414,276,221,119,120
2414,278,221,119,120
2417,274,219,119,120
2417,279,215,119,120
2419,278,218,119,120
2412,277,220,119,120
2415,279,216,119,120
2417,282,217,119,120
2417,277,216,119,120
2416,281,223,119,120
2415,281,214,119,120
2414,282,221,119,120
2415,277,221,119,120
2419,277,216,119,120
2418,280,218,119,120
2417,280,216,119,120
2416,278,219,119,120
2416,278,216,119,120
2414,279,221,119,120
2417,277,217,119,120
2415,280,214,119,120
2416,279,222,119,120
2417,279,220,119,120
2420,280,217,119,120
2415,277,218,119,120
2419,281,222,119,120
2417,277,217,119,120
2415,279,221,119,120
2420,277,223,119,120
2415,282,219,119,120
2417,281,219,119,120
2418,281,222,119,120
2413,281,220,119,120
2415,277,217,119,120
2415,280,218,119,120
2419,277,218,119,120
2418,278,216,119,120
2418,281,217,119,120
2414,281,221,119,120
